product_id,listing_price,sale_price,discount,revenue
CG6618,99.99,49.99,0.50,3689.26
FV3667,139.99,139.99,0.00,9827.30
CQ2044,79.99,39.99,0.50,5758.56
FW9617,79.99,79.99,0.00,1727.78
CM4692,37.99,37.99,0.00,0.00
B44619,49.99,29.99,0.40,3022.99
CP9514,59.99,24.00,0.60,3758.40
FV6058,49.99,34.99,0.30,4093.83
G27720,79.99,39.99,0.50,1799.55
CQ2333,59.99,35.99,0.40,1749.11
FV6057,49.99,34.99,0.30,6172.24
FV6056,49.99,34.99,0.30,4156.81
EE5521,79.99,47.99,0.40,3541.66
B37974,119.99,59.99,0.50,8962.51
BD7575,119.99,59.99,0.50,9286.45
EE7026,119.99,71.99,0.40,6479.10
EE6256,119.99,71.99,0.40,8941.16
CM4548,24.99,17.49,0.30,1605.58
G54050,99.99,49.99,0.50,6028.79
CI1741,49.99,20.00,0.60,3564.00
EE6660,109.99,65.99,0.40,1662.95
EE7243,79.99,47.99,0.40,863.82
EE6668,109.99,65.99,0.40,475.13
EE5086,129.99,77.99,0.40,11511.32
CM0027,49.99,29.99,0.40,377.87
EF8973,89.99,53.99,0.40,5539.37
G28940,189.99,76.00,0.60,9576.00
CJ8059,59.99,29.99,0.50,3076.97
CI9941,45.99,22.99,0.50,2400.16
CL4158,26.99,18.89,0.30,2584.15
BB3293,47.99,19.20,0.60,2833.92
EE5640,75.99,45.59,0.40,820.62
CM0063,12.99,7.79,0.40,729.14
CL9946,27.99,16.79,0.40,997.33
CM0071,12.99,7.79,0.40,911.43
CM0051,14.99,8.99,0.40,16.18
CM0087,14.99,8.99,0.40,485.46
CM0048,14.99,8.99,0.40,1537.29
CM0062,12.99,7.79,0.40,420.66
G28449,79.99,39.99,0.50,3383.15
CM0086,14.99,8.99,0.40,1165.10
CL7643,,,,
CM0067,14.99,8.99,0.40,275.09
CL7559,45.99,22.99,0.50,2731.21
CJ7994,45.99,22.99,0.50,2565.68
CM0059,12.99,7.79,0.40,84.13
CL7462,45.99,22.99,0.50,2358.77
CK9680,49.99,24.99,0.50,3058.78
CM0024,39.99,23.99,0.40,2634.10
CL9924,29.99,17.99,0.40,2946.76
F34564,45.99,22.99,0.50,2441.54
CJ7972,52.99,26.49,0.50,3337.74
CL7283,42.99,21.49,0.50,3171.92
CK9465,39.99,19.99,0.50,1691.15
EE9514,79.99,39.99,0.50,5974.51
CM0047,15.99,9.59,0.40,776.79
G27026,109.99,76.99,0.30,4296.04
F36338,59.99,29.99,0.50,3832.72
CJ8077,49.99,24.99,0.50,2204.12
CM0028,49.99,29.99,0.40,2375.21
CL9939,32.99,19.79,0.40,997.42
CM0056,12.99,7.79,0.40,434.68
CL9916,27.99,16.79,0.40,2145.76
CL9950,27.99,16.79,0.40,483.55
EE9973,75.99,45.59,0.40,6647.02
CL7359,32.99,16.49,0.50,712.37
BB7614,59.99,29.99,0.50,1835.39
CL9965,27.99,16.79,0.40,60.44
CQ1176,75.99,37.99,0.50,5538.94
CL9913,24.99,14.99,0.40,1591.94
EE8115,59.99,35.99,0.40,777.38
EE7497,59.99,35.99,0.40,4340.39
F97209,119.99,59.99,0.50,8854.52
EE8114,59.99,35.99,0.40,64.78
CM0046,15.99,9.59,0.40,1450.01
EF0133,59.99,35.99,0.40,6413.42
EE9969,75.99,45.59,0.40,6072.59
EG8062,75.99,53.19,0.30,4308.39
EE9867,65.99,39.59,0.40,997.67
EE6187,39.99,23.99,0.40,259.09
EF1037,59.99,35.99,0.40,1554.77
EE9833,59.99,35.99,0.40,4469.96
EE9835,59.99,35.99,0.40,64.78
B96508,119.99,59.99,0.50,9934.34
AQ1136,149.99,74.99,0.50,8773.83
CQ2029,159.99,79.99,0.50,7631.05
EE9862,65.99,39.59,0.40,2137.86
EE8325,49.99,29.99,0.40,2537.15
BY2976,109.99,44.00,0.60,2059.20
EE9970,75.99,45.59,0.40,246.19
EE9840,55.99,33.59,0.40,1995.25
EF0130,59.99,35.99,0.40,4146.05
F34882,59.99,29.99,0.50,2159.28
CQ2042,79.99,39.99,0.50,3815.05
B37538,,,,
EF0135,59.99,35.99,0.40,777.38
AQ1141,79.99,32.00,0.60,3916.80
BD8017,139.99,69.99,0.50,251.96
EF1036,59.99,35.99,0.40,5636.03
FV3914,89.99,89.99,0.00,13606.49
B28041,89.99,44.99,0.50,4130.08
B37534,99.99,49.99,0.50,7288.54
EF1899,89.99,53.99,0.40,5247.83
EE5615,59.99,35.99,0.40,5506.47
CQ2034,99.99,49.99,0.50,1349.73
EF4457,75.99,75.99,0.00,7112.66
CQ2530,119.99,59.99,0.50,5831.03
EE8220,45.99,27.59,0.40,2632.09
EE5182,129.99,77.99,0.40,8001.77
AW4212,49.99,34.99,0.30,3023.14
CG6025,119.99,59.99,0.50,9178.47
EE5175,129.99,77.99,0.40,9686.36
CG6142,79.99,39.99,0.50,3239.19
EE5917,129.99,77.99,0.40,11090.18
EE5567,79.99,47.99,0.40,6996.94
DA8966,99.99,49.99,0.50,1979.60
EE4679,79.99,47.99,0.40,1468.49
F34751,49.99,24.99,0.50,3013.79
EE4682,79.99,47.99,0.40,7860.76
F36389,149.99,74.99,0.50,1889.75
CK9720,42.99,21.49,0.50,2359.60
CG3527,119.99,59.99,0.50,2051.66
EF3533,65.99,39.59,0.40,1639.03
CK9728,29.99,14.99,0.50,2293.47
BB7218,109.99,54.99,0.50,9205.33
BB2270,119.99,48.00,0.60,6739.20
BB7235,75.99,37.99,0.50,3487.48
BB7231,75.99,37.99,0.50,1025.73
BB7219,109.99,54.99,0.50,5345.03
CL4155,26.99,18.89,0.30,340.02
EE5876,65.99,39.59,0.40,285.05
EE5303,129.99,77.99,0.40,3790.31
EE4938,119.99,71.99,0.40,11791.96
EE5179,129.99,77.99,0.40,11651.71
BZ0632,169.99,68.00,0.60,9302.40
CM4550,24.99,17.49,0.30,94.45
CL9934,29.99,17.99,0.40,1392.43
CL7379,49.99,29.99,0.40,4534.49
CL9919,29.99,17.99,0.40,2849.62
G27860,129.99,64.99,0.50,11113.29
CJ3412,45.99,22.99,0.50,413.82
CL7631,26.99,18.89,0.30,3128.18
CL7273,49.99,29.99,0.40,161.95
CL7630,26.99,18.89,0.30,1496.09
EE9848,69.99,41.99,0.40,755.82
CL7617,39.99,23.99,0.40,1813.64
BB9775,39.99,23.99,0.40,43.18
CL7536,,,,
B37343,179.99,89.99,0.50,8423.06
G28225,219.99,109.99,0.50,3761.66
DB3539,139.99,69.99,0.50,11086.42
G26777,159.99,79.99,0.50,3743.53
CJ0081,45.99,22.99,0.50,455.20
EE8333,69.99,41.99,0.40,4610.50
CQ1175,75.99,37.99,0.50,2256.61
DA9306,59.99,35.99,0.40,2720.84
F36163,59.99,47.99,0.20,2764.22
CL7411,45.99,22.99,0.50,2276.01
CL7444,42.99,21.49,0.50,773.64
EE7879,65.99,39.59,0.40,1140.19
EE9676,59.99,35.99,0.40,3563.01
EE7600,55.99,33.59,0.40,2539.40
EF0128,65.99,39.59,0.40,5273.39
EG3489,69.99,55.99,0.20,4635.97
CM4733,45.99,36.79,0.20,3774.65
CM0025,39.99,23.99,0.40,2979.56
CM4734,45.99,36.79,0.20,2185.33
CM4736,45.99,36.79,0.20,2052.88
CM4865,47.99,38.39,0.20,5389.96
CM4909,39.99,31.99,0.20,1209.22
CM4664,45.99,36.79,0.20,1456.88
CM4798,39.99,31.99,0.20,5470.29
CM4972,45.99,36.79,0.20,4105.76
EG8063,75.99,53.19,0.30,2393.55
CM4799,39.99,31.99,0.20,2303.28
CM4665,45.99,36.79,0.20,331.11
CM4908,39.99,31.99,0.20,5643.04
CM4666,45.99,36.79,0.20,331.11
CM4973,45.99,36.79,0.20,2913.77
CM4632,55.99,44.79,0.20,3224.88
CM4647,49.99,39.99,0.20,5182.70
CM4868,47.99,38.39,0.20,2073.06
CM4646,49.99,39.99,0.20,4174.96
CM4718,52.99,42.39,0.20,6485.67
CM4693,39.99,31.99,0.20,2303.28
CM4904,39.99,31.99,0.20,5182.38
CM4774,42.99,34.39,0.20,2104.67
CM4617,55.99,44.79,0.20,4272.97
CM4935,47.99,38.39,0.20,1451.14
CM4755,47.99,38.39,0.20,5942.77
EF1224,99.99,59.99,0.40,5939.01
D96450,95.99,47.99,0.50,1814.02
CM4618,55.99,44.79,0.20,4756.70
AQ0886,79.99,39.99,0.50,2951.26
B28068,69.99,34.99,0.50,3841.90
CQ2618,69.99,34.99,0.50,2960.15
CM4694,39.99,31.99,0.20,5124.80
FV4049,109.99,109.99,0.00,18412.33
G27721,79.99,39.99,0.50,4750.81
BD7791,149.99,74.99,0.50,9178.78
AQ1220,,,,
FV4329,109.99,109.99,0.00,5741.48
FV4057,109.99,109.99,0.00,13264.79
FV4044,109.99,109.99,0.00,18412.33
FV4325,109.99,109.99,0.00,13858.74
FV4331,109.99,109.99,0.00,5345.51
FV4359,119.99,119.99,0.00,3671.69
FV4319,109.99,109.99,0.00,989.91
FV3700,129.99,129.99,0.00,19654.49
FV4318,109.99,109.99,0.00,14650.67
CG6130,79.99,39.99,0.50,71.98
CG4050,47.99,23.99,0.50,1597.73
FV4330,109.99,109.99,0.00,1979.82
FV4317,109.99,109.99,0.00,10295.06
DB0444,55.99,27.99,0.50,3778.65
F36255,69.99,34.99,0.50,4156.81
B96474,55.99,27.99,0.50,1360.31
B37530,99.99,49.99,0.50,8638.27
B37528,99.99,49.99,0.50,8548.29
FV4350,119.99,119.99,0.00,8639.28
B44830,65.99,32.99,0.50,5166.23
B37942,79.99,39.99,0.50,503.87
B96551,59.99,29.99,0.50,4696.43
B43884,65.99,32.99,0.50,118.76
B75587,47.99,23.99,0.50,863.64
F36513,55.99,27.99,0.50,2771.01
F34341,65.99,32.99,0.50,1662.70
D96552,89.99,44.99,0.50,6316.60
D98204,79.99,39.99,0.50,3959.01
G26782,129.99,64.99,0.50,3509.46
EE4950,119.99,71.99,0.40,12310.29
EE5018,119.99,71.99,0.40,9589.07
EE5907,129.99,77.99,0.40,8142.16
BY9250,129.99,52.00,0.60,187.20
BB2042,89.99,36.00,0.60,4406.40
EF0321,129.99,77.99,0.40,12774.76
BB2278,89.99,36.00,0.60,3952.80
EE4926,119.99,71.99,0.40,3109.97
EE4918,119.99,71.99,0.40,9459.49
EE4928,119.99,71.99,0.40,12699.04
EE8218,45.99,27.59,0.40,3327.35
EE5150,89.99,53.99,0.40,3304.19
B22706,59.99,35.99,0.40,5247.34
CQ2740,89.99,44.99,0.50,242.95
CQ2105,75.99,37.99,0.50,6086.00
CQ2106,75.99,37.99,0.50,4102.92
EF3534,75.99,45.59,0.40,6400.84
CQ3012,79.99,39.99,0.50,6622.34
DB3277,79.99,39.99,0.50,5614.60
CQ2032,169.99,84.99,0.50,11167.69
BB6708,89.99,44.99,0.50,728.84
CM4937,47.99,38.39,0.20,4698.94
CM4756,47.99,38.39,0.20,4284.32
CM4619,,,,
CG6048,79.99,39.99,0.50,3815.05
CG5673,69.99,34.99,0.50,818.77
EE9726,49.99,24.99,0.50,269.89
EF1421,99.99,59.99,0.40,1403.77
EF0786,119.99,71.99,0.40,10107.40
EE9722,49.99,24.99,0.50,3463.61
EF1424,99.99,59.99,0.40,7882.69
G27273,79.99,47.99,0.40,3282.52
EF0812,79.99,47.99,0.40,1209.35
G28062,139.99,83.99,0.40,9373.28
EF0789,119.99,71.99,0.40,1166.24
EF0787,119.99,71.99,0.40,4276.21
G26994,119.99,71.99,0.40,10755.31
F34099,139.99,83.99,0.40,3023.64
EF1581,119.99,71.99,0.40,9977.81
G28058,159.99,95.99,0.40,3628.42
G27403,119.99,71.99,0.40,6608.68
G26939,119.99,71.99,0.40,1943.73
G28202,79.99,47.99,0.40,345.53
EF1164,149.99,89.99,0.40,2915.68
EF8904,139.99,83.99,0.40,7559.10
G28450,79.99,47.99,0.40,8465.44
CM4759,47.99,38.39,0.20,4906.24
EF8903,139.99,83.99,0.40,4081.91
F35445,79.99,47.99,0.40,5528.45
B75807,79.99,79.99,0.00,2735.66
CJ0079,45.99,18.40,0.60,563.04
CM0084,14.99,8.99,0.40,1035.65
EE5358,79.99,47.99,0.40,5614.83
B96556,79.99,39.99,0.50,1871.53
CM0035,47.99,28.79,0.40,3731.18
EE4572,75.99,45.59,0.40,0.00
CL7309,35.99,17.99,0.50,3108.67
CL7610,37.99,18.99,0.50,2187.65
B37616,109.99,65.99,0.40,5463.97
FV3032,79.99,79.99,0.00,6767.15
BD7597,119.99,59.99,0.50,6262.96
BZ0085,79.99,39.99,0.50,5974.51
EE5083,129.99,77.99,0.40,3088.40
CL7561,45.99,22.99,0.50,2731.21
F97208,119.99,59.99,0.50,7774.70
EE5404,79.99,47.99,0.40,8119.91
CL9998,39.99,23.99,0.40,2202.28
EE8373,75.99,45.59,0.40,3282.48
F36418,59.99,29.99,0.50,2429.19
CL9921,29.99,17.99,0.40,1910.54
F35499,39.99,23.99,0.40,2936.38
EE5641,75.99,45.59,0.40,2790.11
F34983,79.99,39.99,0.50,4966.76
F36985,59.99,29.99,0.50,809.73
B79771,55.99,27.99,0.50,3274.83
CJ7956,55.99,27.99,0.50,3627.50
B44882,,,,
CJ7995,45.99,22.99,0.50,3434.71
F36467,59.99,29.99,0.50,4480.51
CG4048,49.99,24.99,0.50,2384.05
F34437,45.99,22.99,0.50,537.97
CG6205,79.99,39.99,0.50,1799.55
EG8695,55.99,39.19,0.30,3103.85
B41939,79.99,39.99,0.50,6118.47
CG6199,75.99,37.99,0.50,5675.71
B37720,75.99,37.99,0.50,1641.17
AQ1087,89.99,44.99,0.50,5668.74
B37759,79.99,39.99,0.50,2159.46
AQ1027,89.99,44.99,0.50,1376.69
B37990,69.99,34.99,0.50,1826.48
B37651,119.99,59.99,0.50,5507.08
B28164,79.99,39.99,0.50,6622.34
B28163,79.99,39.99,0.50,2447.39
B37983,75.99,37.99,0.50,5265.41
DB2689,85.99,42.99,0.50,3869.10
CG6056,75.99,37.99,0.50,1367.64
CG6460,79.99,39.99,0.50,143.96
CG6108,79.99,39.99,0.50,1367.66
BD8024,119.99,59.99,0.50,10582.24
D96444,89.99,44.99,0.50,809.82
BD8007,119.99,59.99,0.50,431.93
CG6065,79.99,39.99,0.50,5326.67
G27719,79.99,39.99,0.50,6478.38
CG6187,139.99,69.99,0.50,6929.01
G27648,79.99,39.99,0.50,1007.75
EE8279,75.99,37.99,0.50,2666.90
EE8247,42.99,25.79,0.40,1578.35
EE8612,79.99,39.99,0.50,2663.33
CQ1068,69.99,34.99,0.50,3967.87
B37635,109.99,54.99,0.50,7027.72
DB3065,69.99,34.99,0.50,3023.14
CQ1092,69.99,34.99,0.50,1511.57
DB3083,75.99,37.99,0.50,5607.32
CG6222,119.99,59.99,0.50,6910.85
DB3078,75.99,37.99,0.50,478.67
DB2707,139.99,69.99,0.50,6551.06
D96553,89.99,44.99,0.50,0.00
EF0580,45.99,27.59,0.40,3625.33
EF0581,45.99,27.59,0.40,2284.45
G25848,129.99,77.99,0.40,12072.85
EE9745,45.99,27.59,0.40,4221.27
EE7899,45.99,27.59,0.40,2135.47
G28386,32.99,32.99,0.00,4928.71
EE6784,49.99,29.99,0.40,971.68
DB3349,95.99,57.59,0.40,9640.57
EE6816,35.99,35.99,0.00,1489.99
DB3401,75.99,45.59,0.40,656.50
EG1865,35.99,35.99,0.00,1295.64
EG2037,19.99,19.99,0.00,1727.14
EE6818,,,,
CM6057,12.99,12.99,0.00,865.13
EG2035,19.99,19.99,0.00,323.84
EE5614,59.99,35.99,0.40,1295.64
EF9225,75.99,45.59,0.40,4923.72
EE5174,129.99,77.99,0.40,13336.29
CM6058,12.99,12.99,0.00,187.06
EE5915,129.99,77.99,0.40,12213.23
BY2949,75.99,30.40,0.60,3447.36
EE5933,75.99,45.59,0.40,7385.58
F34865,59.99,29.99,0.50,1889.37
S80662,59.99,24.00,0.60,1209.60
CM6059,12.99,12.99,0.00,397.49
CJ8016,49.99,24.99,0.50,1484.41
CL7428,45.99,22.99,0.50,2110.48
EE4843,119.99,71.99,0.40,259.16
CK9670,59.99,29.99,0.50,2591.14
EE7740,129.99,77.99,0.40,5334.52
EE8969,79.99,47.99,0.40,3282.52
BZ0087,79.99,39.99,0.50,4462.88
F36256,69.99,34.99,0.50,5038.56
EE5362,79.99,47.99,0.40,7169.71
F35762,45.99,22.99,0.50,3807.14
EE5837,65.99,39.59,0.40,5914.75
EE4576,75.99,45.59,0.40,4267.22
EE6991,89.99,53.99,0.40,4567.55
EE6012,149.99,89.99,0.40,809.91
EE4470,75.99,45.59,0.40,6482.90
EE6327,109.99,65.99,0.40,8908.65
AQ8530,69.99,34.99,0.50,4471.72
CI9990,49.99,24.99,0.50,2788.88
EE7064,75.99,45.59,0.40,2297.74
F36417,59.99,41.99,0.30,7255.87
EE4808,89.99,53.99,0.40,777.46
F36431,59.99,41.99,0.30,2872.12
B44669,55.99,27.99,0.50,50.38
B43745,55.99,39.19,0.30,2539.51
CJ8021,45.99,22.99,0.50,3062.27
CM4549,24.99,17.49,0.30,1164.83
EE8374,75.99,37.99,0.50,1504.40
CL4154,26.99,18.89,0.30,884.05
CL7609,37.99,18.99,0.50,683.64
CK9456,49.99,24.99,0.50,4003.40
EG4372,59.99,41.99,0.30,4308.17
CJ8987,49.99,24.99,0.50,1439.42
EG4303,55.99,39.19,0.30,2257.34
BB7616,59.99,29.99,0.50,1295.57
EE5603,59.99,35.99,0.40,5506.47
EE8970,79.99,47.99,0.40,691.06
CJ8113,42.99,21.49,0.50,1005.73
CL7463,45.99,22.99,0.50,3186.41
F97210,55.99,33.59,0.40,120.92
B44732,59.99,29.99,0.50,4642.45
F34411,,,,
EE6807,55.99,33.59,0.40,1753.40
F35515,229.99,137.99,0.40,8444.99
F35615,59.99,35.99,0.40,2526.50
CK9466,39.99,19.99,0.50,575.71
F36650,59.99,29.99,0.50,971.68
BC1040,79.99,39.99,0.50,4606.85
EF0810,79.99,39.99,0.50,3815.05
CL9963,27.99,16.79,0.40,1208.88
BB6917,65.99,32.99,0.50,4809.94
CL9938,27.99,16.79,0.40,1934.21
CL9997,39.99,23.99,0.40,3929.56
CL7642,26.99,18.89,0.30,1360.08
F35040,69.99,41.99,0.40,7482.62
CJ8017,45.99,22.99,0.50,786.26
EE9727,49.99,24.99,0.50,179.93
CJ8012,49.99,24.99,0.50,2653.94
CL7632,26.99,18.89,0.30,2278.13
CL7486,39.99,19.99,0.50,3274.36
BZ0631,99.99,40.00,0.60,2160.00
D98056,109.99,54.99,0.50,8512.45
CM4824,29.99,29.99,0.00,3832.72
CM4825,29.99,29.99,0.00,485.84
B43753,55.99,33.59,0.40,3869.57
FV4349,119.99,119.99,0.00,8423.30
F36517,42.99,25.79,0.40,928.44
EE8131,55.99,33.59,0.40,665.08
EE9737,49.99,29.99,0.40,539.82
EF1060,65.99,39.59,0.40,1639.03
EE9938,65.99,39.59,0.40,5415.91
EE8353,59.99,35.99,0.40,518.26
EF0452,49.99,29.99,0.40,3886.70
EE5170,129.99,77.99,0.40,4351.84
EE5153,89.99,53.99,0.40,5247.83
EE4842,119.99,71.99,0.40,7386.17
EE4958,119.99,71.99,0.40,11014.47
EE4922,129.99,77.99,0.40,1123.06
EE6046,79.99,47.99,0.40,6651.41
EE6130,59.99,35.99,0.40,64.78
EF3523,65.99,65.99,0.00,1544.17
EF3535,75.99,45.59,0.40,3938.98
FW2818,109.99,109.99,0.00,3365.69
EE5535,79.99,47.99,0.40,1641.26
EF3531,65.99,65.99,0.00,7958.39
B22713,59.99,59.99,0.00,9610.40
FW2803,109.99,109.99,0.00,1187.89
FW2848,109.99,109.99,0.00,8315.24
EG8544,59.99,59.99,0.00,7450.76
EF4393,129.99,129.99,0.00,8423.35
EG4588,75.99,75.99,0.00,2325.29
EF4398,119.99,119.99,0.00,7991.33
AC8765,119.99,59.99,0.50,2051.66
B37361,89.99,44.99,0.50,323.93
CQ2028,,,,
B41727,99.99,49.99,0.50,5848.83
B96511,119.99,59.99,0.50,3995.33
B37657,149.99,74.99,0.50,1889.75
AQ1138,109.99,54.99,0.50,6631.79
B37068,79.99,39.99,0.50,1223.69
DB2680,119.99,59.99,0.50,10474.25
B28123,119.99,59.99,0.50,6154.97
AQ1134,79.99,47.99,0.40,0.00
EE5562,79.99,47.99,0.40,1295.73
EE5934,75.99,45.59,0.40,4677.53
EE5104,79.99,47.99,0.40,3973.57
BB1702,74.99,30.00,0.60,3348.00
EE7031,119.99,71.99,0.40,259.16
DB2119,79.99,39.99,0.50,4678.83
F36599,62.99,31.49,0.50,340.09
EE5171,129.99,77.99,0.40,13476.67
DA9604,119.99,59.99,0.50,3995.33
BB6709,89.99,44.99,0.50,6964.45
B96517,69.99,34.99,0.50,1763.50
CQ1971,79.99,39.99,0.50,6406.40
B96520,69.99,34.99,0.50,6235.22
DB1763,59.99,29.99,0.50,323.89
B96554,59.99,29.99,0.50,4750.42
AQ1111,89.99,44.99,0.50,323.93
CK9475,55.99,27.99,0.50,3073.30
F36166,52.99,26.49,0.50,1907.28
CG7112,79.99,47.99,0.40,4232.72
CL7427,45.99,22.99,0.50,2648.45
CQ1968,79.99,39.99,0.50,4246.94
B37600,99.99,49.99,0.50,4679.06
CL7335,35.99,21.59,0.40,1360.17
F34094,159.99,95.99,0.40,10194.14
EF0785,119.99,71.99,0.40,6479.10
CK9572,37.99,18.99,0.50,2837.11
EF0788,119.99,71.99,0.40,9459.49
EE6331,79.99,47.99,0.40,8551.82
EE7245,79.99,47.99,0.40,1295.73
EE4771,89.99,53.99,0.40,5150.65
F34098,139.99,83.99,0.40,4837.82
CL9956,24.99,14.99,0.40,1915.72
G28059,159.99,95.99,0.40,7084.06
CL9942,32.99,19.79,0.40,783.68
F33908,119.99,71.99,0.40,2591.64
G28060,159.99,95.99,0.40,14686.47
DB3144,69.99,34.99,0.50,3401.03
CI9935,55.99,22.40,0.60,40.32
F36664,39.99,19.99,0.50,2014.99
DB1755,69.99,34.99,0.50,188.95
F36173,52.99,26.49,0.50,2908.60
EE8134,49.99,29.99,0.40,2321.23
F35613,229.99,137.99,0.40,10928.81
CK9557,37.99,18.99,0.50,1538.19
CK9464,,,,
CK9476,55.99,27.99,0.50,3929.80
CK9649,45.99,22.99,0.50,2069.10
DA8929,79.99,39.99,0.50,1295.68
CK9483,42.99,21.49,0.50,967.05
CL9926,29.99,17.99,0.40,3173.44
FV8786,59.99,59.99,0.00,5723.05
CL9943,27.99,16.79,0.40,1662.21
BB9774,39.99,23.99,0.40,1943.19
EE8007,79.99,47.99,0.40,1641.26
F36201,59.99,59.99,0.00,5615.06
FV8790,59.99,59.99,0.00,1403.77
F36331,55.99,55.99,0.00,5543.01
AQ0919,59.99,29.99,0.50,1511.50
CJ8146,49.99,24.99,0.50,584.77
B43732,39.99,23.99,0.40,2331.83
B44849,59.99,29.99,0.50,2429.19
B37783,129.99,64.99,0.50,8890.63
B96578,59.99,59.99,0.00,7882.69
F37006,65.99,32.99,0.50,2790.95
CJ8041,37.99,18.99,0.50,3178.93
CG6131,79.99,39.99,0.50,4966.76
CG6113,79.99,39.99,0.50,4678.83
G28971,59.99,59.99,0.00,4103.32
B37469,129.99,64.99,0.50,7252.88
CG6112,79.99,39.99,0.50,431.89
F34625,69.99,34.99,0.50,5605.40
EE9844,69.99,69.99,0.00,755.89
EE8269,55.99,55.99,0.00,1007.82
EE9843,69.99,69.99,0.00,1133.84
EE9852,75.99,75.99,0.00,1094.26
CG6066,79.99,39.99,0.50,4750.81
EE8136,49.99,49.99,0.00,2879.42
G27645,79.99,39.99,0.50,1151.71
CL9961,24.99,14.99,0.40,1322.12
FV3699,129.99,129.99,0.00,14974.85
CI2606,14.99,6.00,0.60,0.00
EE7359,59.99,29.99,0.50,2483.17
CK9658,42.99,21.49,0.50,3404.02
EF0417,55.99,55.99,0.00,5240.66
EF0436,55.99,55.99,0.00,4635.97
EG3102,79.99,79.99,0.00,13390.33
EE4951,119.99,71.99,0.40,518.33
FW2846,109.99,109.99,0.00,4751.57
FW2895,109.99,109.99,0.00,14650.67
EE4562,75.99,45.59,0.40,5908.46
EE5540,79.99,47.99,0.40,5355.68
EG8688,55.99,55.99,0.00,9775.85
EG8685,55.99,55.99,0.00,5643.79
EE7033,119.99,71.99,0.40,4664.95
DB3109,59.99,29.99,0.50,2375.21
DB3244,75.99,37.99,0.50,683.82
DB0126,39.99,39.99,0.00,3455.14
EE4552,,,,
CG4708,75.99,37.99,0.50,5675.71
DB3241,59.99,29.99,0.50,809.73
F36476,52.99,26.49,0.50,3290.06
F36225,55.99,27.99,0.50,856.49
F37047,52.99,26.49,0.50,1096.69
B44728,55.99,27.99,0.50,1511.46
BB7317,45.99,22.99,0.50,496.58
F35036,65.99,32.99,0.50,4988.09
AQ0055,79.99,39.99,0.50,3023.24
F34440,45.99,22.99,0.50,3145.03
B96561,65.99,32.99,0.50,4275.50
B96339,79.99,39.99,0.50,6406.40
D97112,79.99,39.99,0.50,3815.05
F36651,55.99,27.99,0.50,3325.21
F36308,59.99,29.99,0.50,1295.57
F35050,59.99,29.99,0.50,539.82
EE7482,39.99,39.99,0.00,71.98
EE7502,45.99,45.99,0.00,4966.92
F36669,79.99,39.99,0.50,3383.15
F37079,69.99,34.99,0.50,6172.24
EE8133,59.99,59.99,0.00,3779.37
G28914,119.99,59.99,0.50,5399.10
EE8197,55.99,55.99,0.00,4736.75
EE7511,45.99,45.99,0.00,5546.39
EG4103,39.99,39.99,0.00,4246.94
EH2549,45.99,45.99,0.00,4470.23
EG5006,35.99,35.99,0.00,1619.55
EH2201,39.99,39.99,0.00,6622.34
EH2531,39.99,39.99,0.00,3815.05
EG4273,39.99,39.99,0.00,4102.97
EG5005,35.99,35.99,0.00,1425.20
EG4275,39.99,39.99,0.00,1583.60
EE5906,129.99,77.99,0.40,10669.03
EE5106,79.99,47.99,0.40,7342.47
EE5181,129.99,77.99,0.40,8422.92
EG3238,55.99,55.99,0.00,6147.70
EE5864,79.99,47.99,0.40,5873.98
EG1902,29.99,29.99,0.00,3400.87
EH2552,55.99,55.99,0.00,3426.59
EG8587,55.99,55.99,0.00,5845.36
EG3705,55.99,55.99,0.00,6147.70
EG3173,55.99,55.99,0.00,5744.57
EG3693,55.99,55.99,0.00,4132.06
EG3691,55.99,55.99,0.00,8264.12
CL0244,12.99,6.49,0.50,981.29
CJ0874,14.99,7.49,0.50,1011.15
F35030,19.99,9.99,0.50,1492.51
EG3666,79.99,79.99,0.00,1727.78
EH1856,59.99,59.99,0.00,863.86
CL0211,12.99,6.49,0.50,806.06
EG3491,69.99,69.99,0.00,7684.90
B23738,19.99,9.99,0.50,557.44
B28128,,,,
EG3282,45.99,45.99,0.00,6043.09
EH1855,59.99,59.99,0.00,10690.22
B22705,59.99,35.99,0.40,1684.33
EE6743,79.99,47.99,0.40,5442.07
EE6122,59.99,35.99,0.40,323.91
EE6121,55.99,33.59,0.40,60.46
CM4981,24.99,24.99,0.00,1079.57
CM4658,49.99,49.99,0.00,4229.15
EG3283,45.99,45.99,0.00,2731.81
CM4659,49.99,49.99,0.00,5488.90
F36671,79.99,47.99,0.40,0.00
AW4209,49.99,29.99,0.40,2699.10
G25877,129.99,77.99,0.40,2807.64
CM4855,49.99,49.99,0.00,6298.74
EE8452,49.99,29.99,0.40,5290.24
CM4813,32.99,32.99,0.00,5225.62
EE8351,59.99,35.99,0.40,3303.88
G28329,129.99,77.99,0.40,9686.36
CM4857,59.99,59.99,0.00,4211.30
CM4900,42.99,42.99,0.00,1238.11
CM4899,42.99,42.99,0.00,7273.91
CM4901,42.99,42.99,0.00,6190.56
CM4830,52.99,52.99,0.00,2479.93
EF0778,109.99,65.99,0.40,7364.48
EF0780,109.99,65.99,0.40,10809.16
G27270,69.99,41.99,0.40,7029.13
